Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
13112726333,"Dec 14, 2024, 11:04:39 AM",Warm up,Run,"",1146,3.34,158.0,21,false,,ASICS GT 2000 I,activities/13983402399.fit.gz,,,1146.0,1146.0,3343.0,4.32,2.917,7.0,4.0,110.0,114.8,3.9,0.1,,,85.0,80.0,158.0,147.0,,322.0,270.0,,,21.0,367962.0,,,,,,,,321.0,1147.0,0.0,,0.0,,1.0,3358.4,1734173952.0,6.0,0.9,-0.5,-0.4,0.91,1022.2,1.9,3.7,144.0,0.3,1734157440.0,1734188032.0,0.375,,19835344.0,0.55,6.0,0.98,6996.0,1.0,,,,,0.0,2.917,0.0,,,,3060.0,,,185.0,241.0,2.931,,,,,,,,""
13113029657,"Dec 14, 2024, 11:35:00 AM",BOK,Run,"300-200-150-100-100-150-200-300 / 1 perc
47.9, 30.4, 23.1, 15.0, 14.6, 22.6, 31.1, 50.8",1604,2.41,188.0,34,false,,ASICS GT 2000 I,activities/13983727156.fit.gz,,,1604.0,1120.0,2413.9,7.28,2.155,0.0,0.0,0.0,0.0,0.0,0.0,,,113.0,80.0,188.0,150.0,,140.0,292.0,,,34.0,224668.0,,,,,,,,237.0,1563.0,0.0,,0.0,,1.0,2413.9,,,,,,,,,,,,,,,,19835344.0,,,,,,,,,,0.0,1.505,0.0,,,,1958.0,,,137.0,178.0,,,,,,,,,media/6b20b993-58de-49d7-b5a9-c754f6eed704.jpg
13113127182,"Dec 14, 2024, 12:06:42 PM",Cool down,Run,"",604,1.70,164.0,17,false,,ASICS GT 2000 I,activities/13983831815.fit.gz,,,604.0,595.0,1703.7,3.04,2.863,1.0,0.0,116.4,118.4,3.4,0.0,,,83.0,77.0,164.0,157.0,,306.0,156.0,,,17.0,184587.0,,,,,,,,305.0,605.0,0.0,,0.0,,1.0,1707.9,,,,,,,,,,,,,,,,19835344.0,,,,,,,,,,0.0,2.821,0.0,,,,1528.0,,,88.0,229.0,2.87,,,,,,,,""
13119206051,"Dec 15, 2024, 9:12:23 AM",Morning Run,Run,,3609,10.01,163.0,39,false,,ASICS GT 2000 I,activities/13990384177.fit.gz,,,3609.0,3168.0,10010.1,4.02,3.16,38.0,48.0,96.6,116.0,39.1,0.0,,,102.0,81.0,163.0,141.0,,356.0,752.0,,,39.0,1124012.0,,,,,,,,337.0,3610.0,,,0.0,,1.0,10193.3,1734253184.0,2.0,2.9,-3.0,-0.6,0.78,1022.2,5.6,12.2,300.0,0.0,1734243968.0,1734274432.0,0.375,,19835344.0,0.0,1.0,0.59,21211.5,1.0,,,,,0.0,2.774,6981.2,,,,8518.0,,,642.0,253.0,3.218,,,,,,,,""
13136796050,"Dec 17, 2024, 5:40:38 PM",Evening Run,Run,"6x1000m / 2 perc
4:04, 3:55, 3:50, 3:45, 3:37, 3:27",4402,8.93,176.0,45,false,,ASICS GT 2000 I,activities/14009191804.fit.gz,,,4402.0,2329.0,8930.4,7.3,3.834,2.0,2.0,100.0,106.0,13.9,0.0,,,97.0,81.0,176.0,148.0,,419.0,563.0,,,45.0,975771.0,,,,,,,,374.0,3740.0,0.0,,0.0,,1.0,8962.7,1734454784.0,1.0,8.3,4.5,4.4,0.76,1028.0,3.5,8.2,306.0,0.0,1734416768.0,1734447232.0,0.625,,19835344.0,0.0,1.0,0.18,32613.9,0.0,,,,,0.0,2.029,0.0,,,,6248.0,,,820.0,281.0,3.848,,,,,,,,""
13144785826,"Dec 18, 2024, 8:30:18 PM",Discovering Csepel,Run,"",3204,10.16,159.0,74,false,,ASICS GT 2000 II,activities/14017745100.fit.gz,,,3204.0,3165.0,10165.0,5.36,3.212,18.0,15.0,101.8,109.4,6.3,0.0,,,86.0,79.0,159.0,150.0,,359.0,768.0,,,74.0,1135490.0,,,,,,,,356.0,3206.0,0.0,,0.0,,1.0,10200.3,1734552064.0,2.0,4.8,4.9,3.0,0.88,1022.2,1.1,2.4,209.0,0.0,1734503168.0,1734533632.0,0.625,,20828548.0,0.0,1.0,0.55,21563.9,0.0,,,,,0.0,3.173,905.9,,,,8344.0,,,638.0,268.0,3.223,,,,,,,,""
13154325621,"Dec 20, 2024, 10:22:24 AM",Lunch Run,Run,"5x400m / 1 perc
8-10 perc pihi
4x300m / 90 mp
77.8, 78.2, 76.4, 76.6, 75.5, 51.1, 50.1, 50.5, 46.0",4678,9.54,182.0,51,false,,ASICS GT 2000 I,activities/14028015329.fit.gz,,,4678.0,3077.0,9541.2,8.14,3.101,4.0,0.0,82.8,89.4,4.9,0.0,,,115.0,79.0,182.0,145.0,,352.0,694.0,,,51.0,979288.0,,,,,,,,332.0,3897.0,0.0,,0.0,,1.0,9555.3,1734688768.0,3.0,6.1,5.0,4.4,0.89,1007.5,1.8,3.2,210.0,0.0,1734675328.0,1734706176.0,0.625,,19835344.0,0.84,5.0,0.96,18582.6,1.0,,,,,0.0,2.04,0.0,,,,7226.0,,,675.0,250.0,3.105,,,,,,,,media/8710dd77-ff91-45f2-8fdc-b29c91ef9144.jpg
13160275980,"Dec 21, 2024, 9:59:00 AM",Morning Run,Run,"40 perc könnyű 
8x15 mp fokozó",3178,9.18,153.0,54,false,,ASICS GT 2000 II,activities/14034417412.fit.gz,,,3178.0,2973.0,9188.0,7.12,3.09,17.0,12.0,84.8,89.8,11.3,0.0,,,100.0,78.0,153.0,145.0,,342.0,679.0,,,54.0,1014751.0,,,,,,,,336.0,3180.0,0.0,,0.0,,1.0,9281.0,1734771584.0,3.0,3.3,-4.2,-0.5,0.76,1019.5,6.3,11.4,0.0,0.0,1734761856.0,1734792576.0,0.625,,20828548.0,0.0,1.0,0.8,32380.7,1.0,,,,,0.0,2.891,0.0,,,,7744.0,,,564.0,253.0,3.122,,,,,,,,""
13166593397,"Dec 22, 2024, 9:13:42 AM",Morning Run,Run,,3671,11.23,184.0,90,false,,ASICS GT 2000 II,activities/14041220760.fit.gz,,,3671.0,3224.0,11231.0,7.1,3.484,14.0,11.0,85.6,95.0,11.9,0.1,,,114.0,79.0,184.0,154.0,,385.0,809.0,,,90.0,1241875.0,,,,,,,,380.0,3672.0,,,0.0,,1.0,11303.7,1734857984.0,2.0,0.6,-2.9,-2.0,0.83,1015.5,4.1,8.1,182.0,0.0,1734848256.0,1734879104.0,0.625,,20828548.0,0.0,1.0,0.49,28200.5,1.0,,,,,0.0,3.059,0.0,,,,8456.0,,,833.0,286.0,3.506,,,,,,,,""
13172987210,"Dec 23, 2024, 8:14:33 AM",Morning Run,Run,"40 perc könnyű 
8x15 mp repülő 
3x100m sprint",5309,10.04,164.0,63,false,,ASICS GT 2000 II,activities/14048125807.fit.gz,,,5309.0,3151.0,10046.7,9.12,3.188,6.0,7.0,88.4,95.2,37.0,0.0,,,122.0,80.0,164.0,148.0,,351.0,723.0,,,63.0,1086423.0,,,,,,,,317.0,4245.0,0.0,,0.0,,1.0,10107.8,1734940800.0,3.0,0.7,-0.7,-0.6,0.91,1003.3,2.6,4.9,30.0,0.0,1734934656.0,1734965504.0,0.75,,20828548.0,0.85,6.0,0.64,25033.3,0.0,,,,,0.0,1.892,0.0,,,,8094.0,,,668.0,238.0,3.208,,,,,,,,""
13180002251,"Dec 24, 2024, 9:05:25 AM",Icy Run,Run,8x2perc tempo / 1perc séta ,4475,11.48,176.0,55,false,,ASICS GT 2000 II,activities/14055654154.fit.gz,,,4475.0,3415.0,11481.9,6.06,3.362,9.0,9.0,86.0,91.2,17.5,0.0,,,97.0,78.0,176.0,143.0,,374.0,796.0,,,55.0,1268781.0,,,,,,,,359.0,4395.0,0.0,,0.0,,1.0,11573.4,1735030784.0,8.0,1.4,-9.2,-2.0,0.78,1008.9,8.3,14.9,18.0,0.1,1735021056.0,1735051904.0,0.875,,20828548.0,0.78,5.0,0.98,25634.4,0.0,,,,,0.0,2.566,0.0,,,,8702.0,,,889.0,270.0,3.389,,,,,,,,""
13192159515,"Dec 26, 2024, 9:39:45 AM",Xmas pace,Run,6-5-4-3-2-1 perc tempó / 90mp,4538,12.38,187.0,100,false,,ASICS GT 2000 II,activities/14068757097.fit.gz,,,4538.0,3867.0,12384.7,6.6,3.203,8.0,10.0,83.0,88.0,9.8,0.0,,,115.0,77.0,187.0,154.0,,350.0,964.0,,,100.0,1308757.0,,,,,,,,364.0,4386.0,0.0,,0.0,,1.0,12418.6,1735203584.0,1.0,2.0,0.5,-2.2,0.74,1034.6,3.6,6.3,21.0,0.0,1735193984.0,1735224832.0,0.875,,20828548.0,0.0,1.0,0.21,33422.4,1.0,,,,,0.0,2.729,0.0,,,,9548.0,,,913.0,274.0,3.211,,,,,,,,""
13199553233,"Dec 27, 2024, 10:29:23 AM",Lunch Run,Run,,3182,8.58,165.0,43,false,,ASICS GT 2000 II,activities/14076695888.fit.gz,,,3182.0,2861.0,8580.5,6.78,2.999,15.0,12.0,83.2,94.6,36.7,0.0,,,110.0,79.0,165.0,143.0,,330.0,651.0,,,43.0,938866.0,,,,,,,,317.0,3184.0,,,0.0,,1.0,8645.1,1735293568.0,1.0,1.8,4.1,-1.8,0.77,1033.3,1.5,3.2,319.0,0.0,1735280384.0,1735311232.0,0.875,,20828548.0,0.0,1.0,0.28,30837.7,1.0,,,,,0.0,2.697,3489.4,,,,7438.0,,,501.0,238.0,3.022,,,,,,,,""
13214431972,"Dec 29, 2024, 9:33:54 AM",Morning Run,Run,"1600m váltogatás (300/100)
4x4x200m / 1perc - 4perc
",4846,11.12,179.0,75,false,,ASICS GT 2000 I,activities/14092713042.fit.gz,,,4846.0,3597.0,11127.3,8.04,3.093,0.0,0.0,82.6,84.6,16.9,0.0,,,110.0,81.0,179.0,150.0,,364.0,845.0,,,75.0,1155841.0,,,,,,,,326.0,4747.0,0.0,,0.0,,1.0,11138.7,1735462784.0,3.0,0.1,-1.1,-0.8,0.94,1031.3,2.0,3.5,185.0,0.0,1735453184.0,1735484160.0,0.875,,19835344.0,0.0,1.0,0.9,11224.6,1.0,,,,,0.0,2.296,0.0,,,,8346.0,,,791.0,245.0,3.097,,,,,,,,""
13222735781,"Dec 30, 2024, 11:35:17 AM",Lunch Run,Run,"",3646,9.23,163.0,21,false,,ASICS GT 2000 I,activities/14101728195.fit.gz,,,3646.0,3235.0,9230.2,7.3,2.853,10.0,7.0,81.2,87.4,18.0,0.0,,,104.0,79.0,163.0,135.0,,323.0,672.0,,,21.0,1009635.0,,,,,,,,302.0,3648.0,0.0,,0.0,,1.0,9281.0,1735556352.0,3.0,1.5,2.6,-1.1,0.83,1031.7,0.9,2.6,235.0,0.0,1735539584.0,1735570560.0,0.875,,19835344.0,0.0,1.0,0.78,21273.6,1.0,,,,,0.0,2.532,0.0,,,,8280.0,,,522.0,227.0,2.869,,,,,,,,""
13229072370,"Dec 31, 2024, 9:05:37 AM",Szilveszteri futógála Békéscsaba,Run,"",1050,4.43,185.0,55,false,,ASICS GT 2000 I,activities/14108572079.fit.gz,,,1050.0,1050.0,4437.5,6.82,4.226,6.0,2.0,83.0,88.8,4.8,0.1,,,88.0,81.0,185.0,172.0,,470.0,305.0,,,55.0,493944.0,,,,,,,,466.0,1051.0,0.0,,0.0,,1.0,4454.3,1735635584.0,3.0,-0.9,0.9,-2.2,0.91,1034.9,0.5,1.7,128.0,0.0,1735625984.0,1735657088.0,0.0,,19835344.0,0.0,1.0,0.81,16134.9,1.0,,,,,0.0,4.226,0.0,,,,2854.0,,,358.0,350.0,4.242,,,,,,,,""
13229072885,"Dec 31, 2024, 9:32:18 AM",Cool down,Run,"",485,1.29,149.0,6,false,,ASICS GT 2000 II,activities/14108572593.fit.gz,,,485.0,479.0,1293.7,3.42,2.701,2.0,0.0,82.4,86.2,2.2,0.2,,,121.0,80.0,149.0,141.0,,304.0,109.0,,,6.0,146254.0,,,,,,,,299.0,486.0,0.0,,0.0,,1.0,1304.1,1735635584.0,3.0,-0.9,0.9,-2.2,0.91,1034.9,0.5,1.7,128.0,0.0,1735625984.0,1735657088.0,0.0,,20828548.0,0.0,1.0,0.81,16134.9,1.0,,,,,0.0,2.667,317.1,,,,1268.0,,,68.0,225.0,2.723,,,,,,,,""
13229072887,"Dec 31, 2024, 8:47:16 AM",Warm up,Run,"",580,1.64,153.0,6,false,,ASICS GT 2000 I,activities/14108572650.fit.gz,,,580.0,539.0,1642.5,4.1,3.047,4.0,0.0,79.0,84.6,4.9,0.3,,,85.0,80.0,153.0,138.0,,338.0,123.0,,,6.0,182690.0,,,,,,,,320.0,581.0,0.0,,0.0,,1.0,1657.8,1735632000.0,3.0,-1.4,0.3,-2.3,0.94,1034.7,0.6,1.7,160.0,0.0,1735625984.0,1735657088.0,0.0,,19835344.0,0.0,1.0,0.81,12841.7,0.0,,,,,0.0,2.832,0.0,,,,1434.0,,,93.0,241.0,3.076,,,,,,,,""
13246776234,"Jan 2, 2025, 1:23:02 PM",Afternoon run,Run,"",3855,12.19,164.0,74,false,,ASICS GT 2000 I,activities/14127816560.fit.gz,,,3855.0,3800.0,12198.5,4.16,3.21,14.0,7.0,82.6,91.2,11.3,0.1,,,86.0,79.0,164.0,149.0,,363.0,916.0,,,74.0,1381808.0,,,,,,,,367.0,3856.0,0.0,,0.0,,1.0,12261.6,,,,,,,,,,,,,,,,19835344.0,,,,,,,,,,0.0,3.164,0.0,,,,10082.0,,,815.0,276.0,3.227,,,,,,,,""
13253788062,"Jan 3, 2025, 11:08:06 AM",Lunch Run,Run,,1195,3.76,160.0,27,false,,ASICS GT 2000 II,activities/14135337675.fit.gz,,,1195.0,1195.0,3764.8,4.22,3.15,7.0,8.0,102.8,110.0,6.3,0.0,,,83.0,79.0,160.0,149.0,,355.0,290.0,,,27.0,423647.0,,,,,,,,353.0,1196.0,,,0.0,,1.0,3785.8,,,,,,,,,,,,,,,,20828548.0,,,,,,,,,,0.0,3.15,0.0,,,,3152.0,,,233.0,265.0,3.168,,,,,,,,""
13254546189,"Jan 3, 2025, 11:44:08 AM",Syma résztáv,Run,"5x400m/1perc
10 perc pihi
4x300m/90mp
8x1 perc tempo
",4537,7.56,185.0,71,false,,ASICS GT 2000 II,activities/14136151253.fit.gz,,,4537.0,2859.0,7563.6,7.08,2.646,0.0,0.0,0.0,0.0,0.0,0.0,,,123.0,74.0,185.0,142.0,,167.0,642.0,,,71.0,756330.0,,,,,,,,293.0,3947.0,0.0,,0.0,,1.0,7563.6,,,,,,,,,,,,,,,,20828548.0,,,,,,,,,,0.0,1.667,0.0,,,,6162.0,,,531.0,220.0,,,,,,,,,""
13271652561,"Jan 5, 2025, 10:48:26 AM",Lunch Run,Run,,3417,10.10,152.0,51,false,,ASICS GT 2000 II,activities/14154549247.fit.gz,,,3417.0,3417.0,10100.3,3.86,2.956,20.0,11.0,108.6,119.0,7.4,0.1,,,84.0,79.0,152.0,143.0,,334.0,757.0,,,51.0,1142643.0,,,,,,,,334.0,3418.0,,,0.0,,1.0,10173.9,,,,,,,,,,,,,,,,20828548.0,,,,,,,,,,0.0,2.956,7412.7,,,,9024.0,,,598.0,251.0,2.977,,,,,,,,""
13283950105,"Jan 6, 2025, 6:52:23 PM",Evening Run,Run,,3437,9.09,172.0,43,false,,ASICS GT 2000 II,activities/14167823832.fit.gz,,,3437.0,3113.0,9092.2,9.38,2.921,14.0,9.0,98.6,111.6,48.4,0.0,,,111.0,78.0,172.0,142.0,,332.0,689.0,,,43.0,1022339.0,,,,,,,,315.0,3438.0,,,0.0,,1.0,9190.0,,,,,,,,,,,,,,,,20828548.0,,,,,,,,,,0.0,2.645,685.2,,,,7986.0,,,536.0,237.0,2.952,,,,,,,,""
13291261521,"Jan 7, 2025, 4:04:51 PM",Warm up,Run,"",1358,4.08,156.0,24,false,,ASICS GT 2000 II,activities/14175700249.fit.gz,,,1358.0,1358.0,4082.0,3.68,3.006,5.0,8.0,102.2,110.2,5.1,-0.1,,,84.0,80.0,156.0,145.0,,335.0,319.0,,,24.0,455336.0,,,,,,,,334.0,1359.0,0.0,,0.0,,1.0,4089.7,,,,,,,,,,,,,,,,20828548.0,,,,,,,,,,0.0,3.006,0.0,,,,3604.0,,,237.0,251.0,3.012,,,,,,,,""
13291783759,"Jan 7, 2025, 4:37:49 PM",Afternoon Run,Run,"200-500-300 / 8 perc
27.6, 79.8, 44.5",3085,3.42,179.0,36,false,,ASICS GT 2000 II,activities/14176258210.fit.gz,,,3085.0,1313.0,3420.7,9.12,2.605,0.0,0.0,0.0,0.0,0.0,0.0,,,114.0,77.0,179.0,139.0,,108.0,297.0,,,36.0,332462.0,,,,,,,,261.0,2196.0,0.0,,0.0,,1.0,3420.7,,,,,,,,,,,,,,,,20828548.0,,,,,,,,,,0.0,1.109,0.0,,,,2750.0,,,234.0,196.0,,,,,,,,,media/c038081e-de0c-4356-855f-bb8061ebe122.jpg
13310548274,"Jan 9, 2025, 5:11:26 PM",Evening Run,Run,"2x2000m váltogatás (100/300, 200/200)
8x100m lendületes ",8352,16.66,187.0,95,false,,ASICS GT 2000 II,activities/14196295744.fit.gz,,,8352.0,5249.0,16665.9,7.18,3.175,19.0,11.0,97.4,112.4,49.5,0.1,,,123.0,80.0,187.0,149.0,,359.0,1203.0,,,95.0,1881664.0,,,,,,,,336.0,6714.0,0.0,,0.0,,1.0,16807.4,1736441984.0,3.0,9.5,5.9,7.1,0.85,1007.2,4.3,11.5,183.0,0.2,1736404224.0,1736435584.0,0.375,,20828548.0,0.38,5.0,1.0,13838.4,0.0,,,,,0.0,1.995,4784.8,,,,13876.0,,,1192.0,253.0,3.202,,,,,,,,""
13318173453,"Jan 10, 2025, 5:08:36 PM",Evening run,Run,"",3496,10.56,158.0,62,false,,ASICS GT 2000 II,activities/14204490666.fit.gz,,,3496.0,3493.0,10559.9,4.04,3.023,9.0,7.0,95.0,102.6,5.9,0.0,,,84.0,79.0,158.0,145.0,,336.0,788.0,,,62.0,1172278.0,,,,,,,,336.0,3497.0,0.0,,0.0,,1.0,10595.5,1736528384.0,1.0,1.7,-2.3,-4.1,0.65,1017.5,3.2,7.4,292.0,0.0,1736490624.0,1736521984.0,0.375,,20828548.0,0.67,5.0,0.07,33937.1,0.0,,,,,0.0,3.021,9491.5,,,,9204.0,,,620.0,253.0,3.033,,,,,,,,""
13323562175,"Jan 11, 2025, 11:00:01 AM",Why did the coffee file a police report? It got mugged.,Run,Automated with Strautomator,1189,3.63,155.0,22,false,,ASICS GT 2000 II,activities/14210255060.fit.gz,,,1189.0,1182.0,3630.4,4.18,3.071,7.0,8.0,113.4,120.8,9.1,0.0,,,84.0,81.0,155.0,146.0,,354.0,286.0,,,22.0,418560.0,,,,,,,,351.0,1190.0,,,0.0,,1.0,3648.5,1736593152.0,2.0,3.0,-1.9,-3.0,0.65,1018.7,5.0,10.8,289.0,0.0,1736576896.0,1736608512.0,0.375,,20828548.0,0.0,1.0,0.52,30266.0,1.0,,,,,0.0,3.053,0.0,,,,3200.0,,,230.0,264.0,3.087,,,,,,,,""
13324173843,"Jan 11, 2025, 11:32:39 AM",V with the crew,Run,"300-200-150-100-100-150-200-300 /1perc
47.8, 31.2, 23.5, 15.0, 15.0, 23.5, 29.2, 43.6",3000,3.78,187.0,41,false,,ASICS GT 2000 II,activities/14210909860.fit.gz,,,3000.0,1590.0,3779.9,7.54,2.377,0.0,0.0,0.0,0.0,0.0,0.0,,,108.0,70.0,187.0,140.0,,125.0,383.0,,,41.0,374244.0,,,,,,,,248.0,2280.0,0.0,,0.0,,1.0,3779.9,,,,,,,,,,,,,,,,20828548.0,,,,,,,,,,0.0,1.26,0.0,,,,3174.0,,,219.0,186.0,,,,,,,,,media/24c1dd46-3e90-4318-afb5-21333892df5a.jpg
13346348611,"Jan 13, 2025, 7:12:06 PM",Why don't some couples go to the gym? Because some relationships don't work out.,Run,,4128,10.75,145.0,22,false,,ASICS GT 2000 II,activities/14234788164.fit.gz,,,4128.0,3774.0,10754.8,4.04,2.85,17.0,17.0,96.6,111.4,6.0,0.0,,,83.0,78.0,145.0,135.0,,317.0,785.0,,,22.0,1196076.0,,,,,,,,306.0,4129.0,,,0.0,,1.0,10793.5,1736794752.0,1.0,-0.4,-1.3,-5.4,0.69,1039.6,1.4,3.4,44.0,0.0,1736749696.0,1736781440.0,0.375,,20828548.0,0.0,1.0,0.17,32006.5,0.0,,,,,0.0,2.605,319.4,,,,9834.0,,,606.0,230.0,2.86,,,,,,,,""
13355194533,"Jan 14, 2025, 5:18:04 PM",Evening Run,Run,"1x2000m + 4x1000m tempo /2perc
8:06, 3:47, 3:42, 3:35, 3:29",7452,13.44,177.0,65,false,,ASICS GT 2000 II,activities/14244257899.fit.gz,,,7452.0,3863.0,13443.4,8.22,3.48,21.0,10.0,97.4,109.6,45.4,0.1,,,117.0,81.0,177.0,145.0,,389.0,924.0,,,65.0,1495694.0,,,,,,,,359.0,5709.0,0.0,,0.0,,1.0,13562.5,1736873984.0,1.0,-0.3,-0.5,-4.8,0.72,1034.0,0.9,2.1,245.0,0.0,1736836096.0,1736867968.0,0.5,,20828548.0,0.0,1.0,0.12,31613.2,0.0,,,,,0.0,1.804,49.9,,,,10238.0,,,1155.0,270.0,3.511,,,,,,,,""
13371927386,"Jan 16, 2025, 4:59:36 PM",Afternoon Run,Run,,1240,3.64,152.0,12,false,,ASICS GT 2000 II,activities/14262212583.fit.gz,,,1240.0,1230.0,3648.7,3.98,2.966,8.0,5.0,109.8,114.6,4.2,0.1,,,87.0,80.0,152.0,139.0,,327.0,284.0,,,12.0,403272.0,,,,,,,,323.0,1241.0,,,0.0,,1.0,3663.6,1737043200.0,3.0,0.8,2.3,-1.6,0.84,1039.3,0.5,1.4,202.0,0.0,1737008768.0,1737040896.0,0.625,,20828548.0,0.0,1.0,0.83,24680.3,0.0,,,,,0.0,2.943,0.0,,,,3320.0,,,203.0,243.0,2.979,,,,,,,,""
13372664037,"Jan 16, 2025, 5:30:34 PM",Evening Run,Run,"2x2perc tempó 
3x4x200m /1 perc - 4perc
1x300m
31.5, 32.9, 33.1, 32.2, 31.4, 31.2, 31.2, 30.9, 32.0, 31.2, 30.4, 31.8, 46.5
",4345,5.52,183.0,53,false,,ASICS GT 2000 II,activities/14262992873.fit.gz,,,4345.0,2315.0,5523.6,9.02,2.386,0.0,0.0,0.0,0.0,0.0,0.0,,,111.0,78.0,183.0,137.0,,125.0,509.0,,,53.0,544805.0,,,,,,,,257.0,3692.0,0.0,,0.0,,1.0,5523.3,,,,,,,,,,,,,,,,20828548.0,,,,,,,,,,0.0,1.271,0.0,,,,4796.0,,,382.0,193.0,,,,,,,,,""
13376173379,"Jan 17, 2025, 4:51:09 AM",Morning Run,Run,,3506,10.14,152.0,46,false,,ASICS GT 2000 II,activities/14266721901.fit.gz,,,3506.0,3365.0,10143.0,4.84,3.014,16.0,15.0,98.0,107.0,9.1,0.0,,,84.0,80.0,152.0,142.0,,334.0,748.0,,,46.0,1124473.0,,,,,,,,326.0,3507.0,,,0.0,,1.0,10182.6,1737086464.0,3.0,-0.9,0.1,-1.7,0.94,1041.2,0.9,2.5,215.0,0.0,1737095168.0,1737127424.0,0.625,,20828548.0,0.0,1.0,0.74,17317.7,0.0,,,,,0.0,2.893,1125.5,,,,8922.0,,,585.0,245.0,3.026,,,,,,,,""
13393418429,"Jan 19, 2025, 6:12:26 AM",Morning Run,Run,"",3531,7.21,173.0,58,false,,ASICS GT 2000 II,activities/14285417503.fit.gz,,,3531.0,2749.0,7217.1,5.3,2.625,266.0,281.0,1094.0,1355.0,49.6,0.7,,,105.0,80.0,173.0,151.0,,337.0,642.0,,,58.0,894480.0,,,,,,,,329.0,3533.0,0.0,,0.0,,1.0,8738.0,1737266432.0,1.0,-0.6,-2.3,-5.4,0.7,1022.9,2.0,6.6,111.0,0.0,1737270528.0,1737303936.0,0.625,,20828548.0,0.0,1.0,0.3,32601.0,0.0,,,,,0.0,2.044,1210.1,,,,6904.0,,,599.0,247.0,3.179,,,,,,,,media/aefc4d30-dfc2-4265-a8bb-d7982665ad1c.jpg|media/a11ce63f-9ef2-45db-941e-9c6edd476aed.jpg
13411354245,"Jan 21, 2025, 5:58:11 AM",Morning Run,Run,10x200m emelkedő sprint,4186,9.06,172.0,58,false,,ASICS GT 2000 II,activities/14304844410.fit.gz,,,4186.0,3002.0,9061.6,5.86,3.019,245.0,240.0,1240.8,1326.8,34.1,0.0,,,109.0,81.0,172.0,148.0,,346.0,672.0,,,58.0,1037262.0,,,,,,,,309.0,4187.0,0.0,,0.0,,1.0,9847.5,1737435648.0,3.0,-0.3,0.2,-3.5,0.79,1019.1,1.0,2.9,129.0,0.0,1737443200.0,1737476864.0,0.625,,20828548.0,0.0,1.0,0.64,36565.0,0.0,,,,,0.0,2.165,5880.5,,,,7974.0,,,626.0,232.0,3.28,,,,,,,,""
13430188252,"Jan 23, 2025, 9:20:49 AM",Morning Run,Run,,4003,11.15,180.0,94,false,,ASICS GT 2000 II,activities/14325152245.fit.gz,,,4003.0,3659.0,11150.8,6.635,3.047,330.0,339.0,1032.4,1334.0,35.0,0.0,,,117.0,81.0,180.0,154.0,,366.0,856.0,,,94.0,1336253.0,,,,,,,,367.0,4004.0,,,0.0,,1.0,12094.8,1737622784.0,5.0,4.3,3.3,2.8,0.9,1013.7,1.7,4.8,272.0,1.1,1737615872.0,1737649792.0,0.875,,20828548.0,0.64,5.0,0.98,859.0,1.0,,,,,0.0,2.786,1258.8,,,,9838.0,,,847.0,276.0,3.305,,,,,,,,""
13437643273,"Jan 24, 2025, 6:28:08 AM",Morning Run,Run,10x200m emelkedő sprint,4236,10.14,170.0,61,false,,ASICS GT 2000 II,activities/14333203683.fit.gz,,,4236.0,3452.0,10141.8,5.64,2.938,309.0,316.0,1198.2,1301.2,33.7,-0.1,,,120.0,80.0,170.0,147.0,,349.0,770.0,,,61.0,1196828.0,,,,,,,,337.0,4237.0,0.0,,0.0,,1.0,11054.9,1737698432.0,3.0,-1.6,-1.8,-9.7,0.54,1017.5,1.6,4.6,170.0,0.0,1737702272.0,1737736320.0,0.875,,20828548.0,0.0,1.0,0.91,40968.0,0.0,,,,,0.0,2.394,139.6,,,,9068.0,,,754.0,253.0,3.202,,,,,,,,""
